Datetime,Label
2025-05-19 13:30:00+00:00,2
2025-05-19 14:00:00+00:00,1
2025-05-19 14:30:00+00:00,1
2025-05-19 15:00:00+00:00,1
2025-05-19 15:30:00+00:00,1
2025-05-19 16:00:00+00:00,1
2025-05-19 16:30:00+00:00,1
2025-05-19 17:00:00+00:00,1
2025-05-19 17:30:00+00:00,1
2025-05-19 18:00:00+00:00,1
2025-05-19 18:30:00+00:00,1
2025-05-19 19:00:00+00:00,1
2025-05-19 19:30:00+00:00,1
2025-05-19 20:00:00+00:00,1
2025-05-19 20:30:00+00:00,1
2025-05-19 21:00:00+00:00,1
2025-05-19 21:30:00+00:00,1
2025-05-19 22:00:00+00:00,1
2025-05-19 22:30:00+00:00,1
2025-05-19 23:00:00+00:00,1
2025-05-19 23:30:00+00:00,1
2025-05-20 00:00:00+00:00,1
2025-05-20 00:30:00+00:00,1
2025-05-20 01:00:00+00:00,1
2025-05-20 01:30:00+00:00,1
2025-05-20 02:00:00+00:00,1
2025-05-20 02:30:00+00:00,1
2025-05-20 03:00:00+00:00,0
2025-05-21 11:00:00+00:00,2
2025-05-21 11:30:00+00:00,1
2025-05-21 12:00:00+00:00,1
2025-05-21 12:30:00+00:00,1
2025-05-21 13:00:00+00:00,1
2025-05-21 13:30:00+00:00,1
2025-05-21 14:00:00+00:00,1
2025-05-21 14:30:00+00:00,1
2025-05-21 15:00:00+00:00,1
2025-05-21 15:30:00+00:00,1
2025-05-21 16:00:00+00:00,1
2025-05-21 16:30:00+00:00,1
2025-05-21 17:00:00+00:00,1
2025-05-21 17:30:00+00:00,1
2025-05-21 18:00:00+00:00,1
2025-05-21 18:30:00+00:00,1
2025-05-21 19:00:00+00:00,1
2025-05-21 19:30:00+00:00,1
2025-05-21 20:00:00+00:00,1
2025-05-21 20:30:00+00:00,1
2025-05-21 21:00:00+00:00,1
2025-05-21 21:30:00+00:00,1
2025-05-21 22:00:00+00:00,1
2025-05-21 22:30:00+00:00,1
2025-05-21 23:00:00+00:00,1
2025-05-21 23:30:00+00:00,1
2025-05-22 00:00:00+00:00,1
2025-05-22 00:30:00+00:00,1
2025-05-22 01:00:00+00:00,1
2025-05-22 01:30:00+00:00,1
2025-05-22 02:00:00+00:00,1
2025-05-22 02:30:00+00:00,1
2025-05-22 03:00:00+00:00,1
2025-05-22 03:30:00+00:00,1
2025-05-22 04:00:00+00:00,1
2025-05-22 04:30:00+00:00,1
2025-05-22 05:00:00+00:00,1
2025-05-22 05:30:00+00:00,1
2025-05-22 06:00:00+00:00,1
2025-05-22 06:30:00+00:00,1
2025-05-22 07:00:00+00:00,1
2025-05-22 07:30:00+00:00,1
2025-05-22 08:00:00+00:00,1
2025-05-22 08:30:00+00:00,1
2025-05-22 09:00:00+00:00,1
2025-05-22 09:30:00+00:00,1
2025-05-22 10:00:00+00:00,1
2025-05-22 10:30:00+00:00,1
2025-05-22 11:00:00+00:00,1
2025-05-22 11:30:00+00:00,1
2025-05-22 12:00:00+00:00,1
2025-05-22 12:30:00+00:00,1
2025-05-22 13:00:00+00:00,0
2025-05-24 02:00:00+00:00,2
