Datetime,Label
2025-05-17 03:30:00+00:00,2
2025-05-17 04:00:00+00:00,1
2025-05-17 04:30:00+00:00,1
2025-05-17 05:00:00+00:00,1
2025-05-17 05:30:00+00:00,1
2025-05-17 06:00:00+00:00,1
2025-05-17 06:30:00+00:00,1
2025-05-17 07:00:00+00:00,1
2025-05-17 07:30:00+00:00,1
2025-05-17 08:00:00+00:00,0
2025-05-18 04:00:00+00:00,2
2025-05-18 04:30:00+00:00,1
2025-05-18 05:00:00+00:00,1
2025-05-18 05:30:00+00:00,1
2025-05-18 06:00:00+00:00,1
2025-05-18 06:30:00+00:00,1
2025-05-18 07:00:00+00:00,1
2025-05-18 07:30:00+00:00,1
2025-05-18 08:00:00+00:00,1
2025-05-18 08:30:00+00:00,1
2025-05-18 09:00:00+00:00,0
2025-05-18 13:00:00+00:00,2
2025-05-18 13:30:00+00:00,1
2025-05-18 14:00:00+00:00,1
2025-05-18 14:30:00+00:00,1
2025-05-18 15:00:00+00:00,1
2025-05-18 15:30:00+00:00,1
2025-05-18 16:00:00+00:00,1
2025-05-18 16:30:00+00:00,0
2025-05-19 10:30:00+00:00,2
2025-05-19 11:00:00+00:00,1
2025-05-19 11:30:00+00:00,1
2025-05-19 12:00:00+00:00,1
2025-05-19 12:30:00+00:00,1
2025-05-19 13:00:00+00:00,1
2025-05-19 13:30:00+00:00,1
2025-05-19 14:00:00+00:00,1
2025-05-19 14:30:00+00:00,1
2025-05-19 15:00:00+00:00,1
2025-05-19 15:30:00+00:00,1
2025-05-19 16:00:00+00:00,1
2025-05-19 16:30:00+00:00,1
2025-05-19 17:00:00+00:00,1
2025-05-19 17:30:00+00:00,1
2025-05-19 18:00:00+00:00,1
2025-05-19 18:30:00+00:00,1
2025-05-19 19:00:00+00:00,1
2025-05-19 19:30:00+00:00,1
2025-05-19 20:00:00+00:00,1
2025-05-19 20:30:00+00:00,1
2025-05-19 21:00:00+00:00,1
2025-05-19 21:30:00+00:00,1
2025-05-19 22:00:00+00:00,1
2025-05-19 22:30:00+00:00,1
2025-05-19 23:00:00+00:00,1
2025-05-19 23:30:00+00:00,1
